##CCP,url_path,sku,position
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-001A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-001A,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-001A,4245
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-001B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-001B,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-001B,4244
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-001C,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-001C,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-001C,4243
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-001D,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-001D,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-001D,4242
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-001E,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-001E,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-001E,4241
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-001F,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-001F,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-001F,4240
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-002A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-002A,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-002A,4239
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-002B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-002B,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-002B,4238
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-002C,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-002C,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-002C,4237
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-002D,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-002D,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-002D,4236
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-002E,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-002E,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-002E,4235
CCP,pakaian-dan-aksesoris.html,ACCE-ABCD-002F,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ABCD-002F,1
CCP,promo-panin/clothing-acc.html,ACCE-ABCD-002F,4234
CCP,pakaian-dan-aksesoris.html,ACCE-ANDI-001A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ANDI-001A,1
CCP,promo-panin/clothing-acc.html,ACCE-ANDI-001A,4031
CCP,pakaian-dan-aksesoris.html,ACCE-ANDI-001B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ANDI-001B,1
CCP,promo-panin/clothing-acc.html,ACCE-ANDI-001B,4030
CCP,pakaian-dan-aksesoris.html,ACCE-ANDI-001C,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ANDI-001C,1
CCP,promo-panin/clothing-acc.html,ACCE-ANDI-001C,4029
CCP,pakaian-dan-aksesoris.html,ACCE-ANDI-002A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ANDI-002A,1
CCP,promo-panin/clothing-acc.html,ACCE-ANDI-002A,4028
CCP,pakaian-dan-aksesoris.html,ACCE-ANDI-002B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ANDI-002B,1
CCP,promo-panin/clothing-acc.html,ACCE-ANDI-002B,4027
CCP,pakaian-dan-aksesoris.html,ACCE-ANDI-002C,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-ANDI-002C,1
CCP,promo-panin/clothing-acc.html,ACCE-ANDI-002C,4026
CCP,pakaian-dan-aksesoris.html,ACCE-BASI-001A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BASI-001A,99999
CCP,promo-panin/clothing-acc.html,ACCE-BASI-001A,4715
CCP,pakaian-dan-aksesoris.html,ACCE-BASI-001B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BASI-001B,99999
CCP,promo-panin/clothing-acc.html,ACCE-BASI-001B,4714
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-001A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-001A,13
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-001A,374
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-001A,6344
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-002A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-002A,99999
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-002A,403
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-002A,6315
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-003A,99999
CCP,perlengkapan-makan-bayi.html,ACCE-BBEN-003A,99999
CCP,perlengkapan-makan-bayi/celemek-bayi.html,ACCE-BBEN-003A,1
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-003A,404
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-003A,6314
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-004A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-004A,99999
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-004A,426
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-004A,6292
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-004B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-004B,16
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-004B,427
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-004B,6291
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-005A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-005A,16
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-005A,428
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-005A,6290
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-005B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-005B,15
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-005B,429
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-005B,6289
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-006A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-006A,15
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-006A,430
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-006A,6288
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-006B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-006B,14
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-006B,431
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-006B,6287
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-007A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-007A,2
CCP,set-hadiah-bayi-dan-anak/new-mom-check-list/category-makan-menyusui/drinking-cup.html,ACCE-BBEN-007A,0
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-007A,432
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-007A,6286
CCP,perlengkapan-makan-bayi.html,ACCE-BBEN-008A,99999
CCP,perlengkapan-makan-bayi/tas-bayi-dan-anak.html,ACCE-BBEN-008A,1
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-008A,613
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-008A,6105
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-009A,99999
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-009A,614
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-009A,6104
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-009B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-009B,99999
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-009B,615
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-009B,6103
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-010A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-010A,99999
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-010A,937
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-010A,5782
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-010A-OneSize-Hijau,940
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-010A-OneSize-Hijau,5779
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-010A-OneSize-Kuning,938
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-010A-OneSize-Kuning,5781
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-010A-OneSize-Orange,939
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-010A-OneSize-Orange,5780
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-011A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-011A,99999
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-011A,941
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-011A,5778
CCP,promo-bni-15/clothing-acc.html,ACCE-BBEN-011A-OneSize-Biru,942
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-011A-OneSize-Biru,5777
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-012A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-012A,99999
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-012A,5565
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-012A-Pink,5563
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-012A-Putih,5564
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-012A-Ungu,5562
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-014A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-014A,99999
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-014A,5216
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-014A-Merah,5214
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-014A-Pink,5215
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-015A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-015A,1
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-015A,4007
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-015B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-015B,1
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-015B,4006
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-016B,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-016B,1
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-016B,4005
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-017A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-017A,1
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-017A,4004
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-018A,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-018A,1
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-018A,3912
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-018B,18
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-018B,1
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-018B,3911
CCP,pakaian-dan-aksesoris.html,ACCE-BBEN-018C,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BBEN-018C,1
CCP,promo-panin/clothing-acc.html,ACCE-BBEN-018C,3910
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-001A,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-001A,280
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-001A,1175
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-001B,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-001B,281
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-001B,1174
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-001C,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-001C,282
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-001C,1173
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-001D,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-001D,283
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-001D,1172
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-001E,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-001E,284
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-001E,1171
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-001F,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-001F,290
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-001F,1165
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-002A,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-002A,291
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-002A,1164
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-002B,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-002B,292
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-002B,1163
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-002C,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-002C,293
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-002C,1162
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-002D,99999
CCP,promo-bni-15/clothing-acc.html,ACCE-BNTO-002D,502
CCP,promo-panin/clothing-acc.html,ACCE-BNTO-002D,6216
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-002E,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-002E,294
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-002E,1161
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-002F,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-002F,295
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-002F,1160
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-003A,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-003A,296
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-003A,1159
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-003B,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-003B,297
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-003B,1158
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004A,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004A,298
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004A,1157
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004B,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004B,299
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004B,1156
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004C,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004C,300
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004C,1155
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004D,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004D,301
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004D,1154
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004E,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004E,302
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004E,1153
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004F,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004F,303
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004F,1152
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004G,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004G,304
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004G,1151
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004H,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004H,305
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004H,1150
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004I,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004I,306
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004I,1149
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004J,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004J,307
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004J,1148
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004K,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004K,308
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004K,1147
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-004L,99999
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-004L,309
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-004L,1146
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-005A,99999
CCP,perlengkapan-makan-bayi/tempat-dan-alat-makan.html,ACCE-BNTO-005A,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-005A,310
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-005A,1145
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-005B,99999
CCP,perlengkapan-makan-bayi/tempat-dan-alat-makan.html,ACCE-BNTO-005B,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-005B,311
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-005B,1144
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-005C,99999
CCP,perlengkapan-makan-bayi/tempat-dan-alat-makan.html,ACCE-BNTO-005C,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-005C,312
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-005C,1143
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-005D,99999
CCP,perlengkapan-makan-bayi/tempat-dan-alat-makan.html,ACCE-BNTO-005D,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-005D,313
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-005D,1142
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-005E,99999
CCP,perlengkapan-makan-bayi/tempat-dan-alat-makan.html,ACCE-BNTO-005E,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-005E,314
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-005E,1141
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-005F,99999
CCP,perlengkapan-makan-bayi/tempat-dan-alat-makan.html,ACCE-BNTO-005F,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-005F,315
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-005F,1140
CCP,perlengkapan-makan-bayi.html,ACCE-BNTO-005G,99999
CCP,perlengkapan-makan-bayi/tempat-dan-alat-makan.html,ACCE-BNTO-005G,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BNTO-005G,316
CCP,promo-panin/feeding-nursing.html,ACCE-BNTO-005G,1139
CCP,pakaian-dan-aksesoris.html,ACCE-BOGY-001A,1
CCP,perlengkapan-makan-bayi/celemek-bayi.html,ACCE-BOGY-001A,0
CCP,pakaian-dan-aksesoris/whats-hot.html,ACCE-BOGY-001A,22
CCP,boogy-baby.html,ACCE-BOGY-001A,0
CCP,set-hadiah-bayi-dan-anak/new-mom-check-list/category-makan-menyusui/bibs-burp-clothes.html,ACCE-BOGY-001A,0
CCP,set-hadiah-bayi-dan-anak/new-mom-check-list/category-pakaian/celemek.html,ACCE-BOGY-001A,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-001A,3735
CCP,perlengkapan-makan-bayi/celemek-bayi.html,ACCE-BOGY-001B,0
CCP,pakaian-dan-aksesoris/whats-hot.html,ACCE-BOGY-001B,21
CCP,boogy-baby.html,ACCE-BOGY-001B,0
CCP,set-hadiah-bayi-dan-anak/new-mom-check-list/category-makan-menyusui/bibs-burp-clothes.html,ACCE-BOGY-001B,0
CCP,set-hadiah-bayi-dan-anak/new-mom-check-list/category-pakaian/celemek.html,ACCE-BOGY-001B,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-001B,3734
CCP,pakaian-dan-aksesoris.html,ACCE-BOGY-001C,99999
CCP,perlengkapan-makan-bayi/celemek-bayi.html,ACCE-BOGY-001C,0
CCP,boogy-baby.html,ACCE-BOGY-001C,0
CCP,set-hadiah-bayi-dan-anak/new-mom-check-list/category-makan-menyusui/bibs-burp-clothes.html,ACCE-BOGY-001C,0
CCP,set-hadiah-bayi-dan-anak/new-mom-check-list/category-pakaian/celemek.html,ACCE-BOGY-001C,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-001C,3017
CCP,pakaian-dan-aksesoris.html,ACCE-BOGY-001D,99999
CCP,perlengkapan-makan-bayi/celemek-bayi.html,ACCE-BOGY-001D,0
CCP,boogy-baby.html,ACCE-BOGY-001D,0
CCP,set-hadiah-bayi-dan-anak/new-mom-check-list/category-makan-menyusui/bibs-burp-clothes.html,ACCE-BOGY-001D,0
CCP,set-hadiah-bayi-dan-anak/new-mom-check-list/category-pakaian/celemek.html,ACCE-BOGY-001D,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-001D,3015
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BOGY-002A,1
CCP,boogy-baby.html,ACCE-BOGY-002A,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-002A,3733
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BOGY-002B,1
CCP,boogy-baby.html,ACCE-BOGY-002B,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-002B,3732
CCP,pakaian-dan-aksesoris.html,ACCE-BOGY-002C,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BOGY-002C,1
CCP,boogy-baby.html,ACCE-BOGY-002C,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-002C,3014
CCP,pakaian-dan-aksesoris.html,ACCE-BOGY-002D,99999
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BOGY-002D,1
CCP,boogy-baby.html,ACCE-BOGY-002D,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-002D,3013
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BOGY-003A,1
CCP,boogy-baby.html,ACCE-BOGY-003A,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-003A,3731
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BOGY-003B,1
CCP,boogy-baby.html,ACCE-BOGY-003B,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-003B,3730
CCP,pakaian-dan-aksesoris/aksesoris-bayi-dan-anak.html,ACCE-BOGY-003C,1
CCP,boogy-baby.html,ACCE-BOGY-003C,0
CCP,promo-panin/clothing-acc.html,ACCE-BOGY-003C,3729
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-001A,99999
CCP,perlengkapan-makan-bayi/perlengkapan-makan-bayi-dan-balita.html,ACCE-BOOS-001A,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BOOS-001A,433
CCP,promo-panin/feeding-nursing.html,ACCE-BOOS-001A,1029
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-001B,99999
CCP,perlengkapan-makan-bayi/perlengkapan-makan-bayi-dan-balita.html,ACCE-BOOS-001B,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BOOS-001B,434
CCP,promo-panin/feeding-nursing.html,ACCE-BOOS-001B,1028
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-001C,99999
CCP,perlengkapan-makan-bayi/perlengkapan-makan-bayi-dan-balita.html,ACCE-BOOS-001C,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BOOS-001C,435
CCP,promo-panin/feeding-nursing.html,ACCE-BOOS-001C,1027
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-001D,99999
CCP,perlengkapan-makan-bayi/perlengkapan-makan-bayi-dan-balita.html,ACCE-BOOS-001D,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BOOS-001D,436
CCP,promo-panin/feeding-nursing.html,ACCE-BOOS-001D,1026
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-001E,99999
CCP,perlengkapan-makan-bayi/perlengkapan-makan-bayi-dan-balita.html,ACCE-BOOS-001E,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BOOS-001E,437
CCP,promo-panin/feeding-nursing.html,ACCE-BOOS-001E,1025
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-001F,99999
CCP,perlengkapan-makan-bayi/perlengkapan-makan-bayi-dan-balita.html,ACCE-BOOS-001F,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BOOS-001F,444
CCP,promo-panin/feeding-nursing.html,ACCE-BOOS-001F,1018
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-001G,99999
CCP,perlengkapan-makan-bayi/perlengkapan-makan-bayi-dan-balita.html,ACCE-BOOS-001G,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BOOS-001G,457
CCP,promo-panin/feeding-nursing.html,ACCE-BOOS-001G,1005
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-001H,99999
CCP,perlengkapan-makan-bayi/perlengkapan-makan-bayi-dan-balita.html,ACCE-BOOS-001H,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BOOS-001H,458
CCP,promo-panin/feeding-nursing.html,ACCE-BOOS-001H,1004
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-002A,99999
CCP,perlengkapan-makan-bayi/perlengkapan-makan-bayi-dan-balita.html,ACCE-BOOS-002A,0
CCP,promo-bni-15/feeding-nursing.html,ACCE-BOOS-002A,438
CCP,promo-panin/feeding-nursing.html,ACCE-BOOS-002A,1024
CCP,perlengkapan-makan-bayi.html,ACCE-BOOS-002B,99999
