sku,Barcode,name,qty
POTT-POUR-001C,2704872311011484,Pourty Potty White,0
POTT-POUR-001D,2704872311011485,Pourty Potty Purple,0
CARR-BECO-001A,2704872311002678,Beco Gemini Austin,0
CARR-BECO-001B,2704872311002679,Beco Gemini Sunset,2
CARR-BECO-001C,2704872311002680,Beco Gemini Overall Robots,2
CARR-BECO-001D,2704872311002681,Beco Gemini Overall Sierra,2
FEED-TOTS-001A,2704872311008716,Totseat Chocolate Chip,0
FEED-TOTS-001B,2704872311008717,Totseat Candy,4
FEED-TOTS-001C,2704872311008718,Totseat Seaside,0
FEED-TOTS-001D,2704872311008719,Totseat Tapas,0
FEED-TOTS-002A,2704872311008720,Totseat Denim,2
DECO-DLUX-001A,2704872311007590,Bebedelux Babyprints Wall Frame,0
BAG0-BMEL-001A,2704872311000411,Babymell Amanda Printed Colourburst Grey,2
BAG0-BMEL-001B,2704872311000412,Babymell Amanda Printed Colourburst Pink,0
BAG0-BMEL-001C,2704872311000413,Babymell Amanda Printed Jungle Floral Blue,0
BAG0-BMEL-002A,2704872311000414,Babymell Amanda Quilted Moss,0
BAG0-BMEL-002B,2704872311000415,Babymell Amanda Quilted Pewter,0
BAG0-BMEL-002C,2704872311000416,Babymell Amanda Toolbag,2
BAG0-BMEL-003A,2704872311000417,Babymell Amanda Zipper Grey,2
BALU-BMEL-001A,2704872311000738,Babymell Girls Buzzy Bee Rucksack,2
PACI-JELL-001A,2704872311010553,Jellystone Necklace Scarlet Red,4
PACI-JELL-001B,2704872311010554,Jellystone Necklace Blueberry,4
PACI-JELL-002A,2704872311010555,Jellystone Owl Design Canary Yellow,4
PACI-JELL-002B,2704872311010556,Jellystone Owl Design Bubble Gum,4
PACI-JELL-003A,2704872311010557,Jellystone Fiesta Bangle Scarlet Red,4
PACI-JELL-003B,2704872311010558,Jellystone Fiesta Bangle Citrus,4
PACI-JELL-003C,2704872311010559,Jellystone Fiesta Bangle Blue Illusion,4
PACI-JELL-004A,2704872311010560,Jellystone Junior Heart Pendant Scarlet Red,4
PACI-JELL-004B,2704872311010561,Jellystone Junior Robot Pendant Green,4
PACI-JELL-005A,2704872311010562,Jellystone jChews Smartphone Grassy Green,0
PACI-JELL-005B,2704872311010563,Jellystone jChews Smartphone Canary Yellow,0
PROF-AMAN-008B,2704872311011503,AmanBayiku Edge Cushion Guard White,0
OTHE-CARE-003A,2704872311010246,Care Electrical Mosquitoes Repeller,0
BOTT-CARE-010A,2704872311001896,Care Fancy Steam Steriliser,0
MONI-CARE-003A,2704872311010088,Care Ultra Safe Rechargeable Baby Monitor,0
BOTT-CARE-009A,2704872311001895,Care Microwave Baby Bottle Steriliser,-2
MONI-CARE-005A,2704872311010089,Care Child Distance Monitor,-2
WARM-PUMP-004A,2704872311015299,Pumpee Home & Car Baby Bottle Warmer,0
COOK-PUMP-001A,2704872311007547,Pumpee Magic Steaming Cookery,0
BOTT-PUMP-002A,2704872311002332,Pumpee Multi Function Steam Sterilizer,18
WARM-PUMP-001A,2704872311015296,Pumpee Mobile Bottle Warmer,0
OTHE-BABY-001A,2704872311010220,Baby Alas Stroller Stripe Biru,6
OTHE-BABY-001B,2704872311010221,Baby Alas Stroller Stripe Kuning,12
OTHE-BABY-001C,2704872311010222,Baby Alas Stroller Putih Kotak,18
OTHE-BABY-001D,2704872311010223,Baby Alas Stroller Putih Polkadot,2
TOIL-BASI-001B,2704872311013599,Basilic Silicone Toothbrush Blue,2
TOIL-BASI-001C,2704872311013600,Basilic Silicone Toothbrush Orange,30
TOIL-BASI-001D,2704872311013601,Basilic Silicone Toothbrush Purple,14
TOIL-BASI-001E,2704872311013602,Basilic Silicone Toothbrush Green,6
NASA-BASI-001A,2704872311010137,Basilic Nasal Aspirator,32
FEED-BASI-001A,2704872311008347,Basilic Baby Food Cooking Tools,26
FEED-BASI-002A,2704872311008348,Basilic Spoon Set Purple,12
FEED-BASI-002B,2704872311008349,Basilic Spoon Set Green,20
FEED-ANGE-001A,2704872311008340,Ange Snack Cup,18
PROF-ANGE-001A,2704872311011512,Ange Under Gripper Chocolate,18
PROF-ANGE-001B,2704872311011513,Ange Under Gripper Cookies,22
FEED-ANGE-002A,2704872311008341,Ange Ice Cream Holder Blue,24
FEED-ANGE-002B,2704872311008342,Ange Ice Cream Holder Ivory,46
MOMS-SENS-001A,2704872311010034,Sensitif Test Pack Compact,0
BEDD-MOMA-001C,2704872311000948,Momaey Bantal Menyusui motif Blue Fish,6
OTHE-MOMA-001C,2704872311010310,Momaey Alas Stroller Motif Blue Fish,2
BAG0-KATE-001A,2704872311000524,Kate Spade Medium Baby Bag - Classic Nylon,2
BAG0-KATE-002A,2704872311000525,Kate Spade Victoria Baby Bag - Keswick,2
BAG0-KATE-003A,2704872311000526,Kate Spade Henry Baby Bag - Classic Noel,2
BAG0-KATE-004A,2704872311000527,Kate Spade Medium Baby Bag - Classic Noel,0
BAG0-KATE-005A,2704872311000528,Kate Spade Henry Baby Bag - Basic Nylon,2
NURS-SYAD-001A,2704872311010182,Syadil Nursing Cover Motif Bunga coklat,0
NURS-SYAD-001B,2704872311010183,Syadil Nursing Cover Motif Bunga Ungu,0
NURS-SYAD-001C,2704872311010184,Syadil Nursing Cover Motif Bunga Putih,0
NURS-SYAD-001D,2704872311010185,Syadil Nursing Cover Motif Bunga Merah,0
NURS-SYAD-001E,2704872311010186,Syadil Nursing Cover Motif Bunga Kuning,0
NURS-SYAD-001F,2704872311010187,Syadil Nursing Cover Motif Bunga Hijau,0
PACI-SASY-010A,2704872311010696,Sassy Teething Feeder Purple,2
PACI-SASY-011A,2704872311010698,Sassy Lady Bug Teether Red-Purple,20
BOTT-SASY-001A,2704872311002362,Sassy No Scratch Bottle Brush Purple,4
PACI-SASY-010B,2704872311010697,Sassy Teething Feeder Blue,2
PACI-SASY-011B,2704872311010699,Sassy Lady Bug Teether Red-Orange,6
BOTT-SASY-001B,2704872311002363,Sassy No Scratch Bottle Brush Blue,2
BOTT-SASY-001C,2704872311002364,Sassy No Scratch Bottle Brush Orange,8
PROF-ZELD-001A,2704872311011566,Zeld Doorstop Lady Bug Red,24
PROF-ZELD-001B,2704872311011567,Zeld Doorstop Bear Blue,24
PROF-ZELD-001C,2704872311011568,Zeld Doorstop Puppy Orange,18
PROF-ZELD-001D,2704872311011569,Zeld Doorstop Tiger Yellow,18
PROF-ZELD-001E,2704872311011570,Zeld Doorstop Butterfly Green,30
PROF-ZELD-002A,2704872311011574,Zeld Sabuk Bonceng Single Merah,4
PROF-ZELD-003A,2704872311011575,Zeld Sabuk Bonceng Double Merah,4
FEED-BAMS-001A,2704872311008346,Bambinos Tidy Table Tray,2
OTHE-BUZZ-001A,2704872311010243,Buzzy Taking The Stings Out Of Shots,4
BEDD-BRES-001A,2704872311000898,My Brestfriend Body Pillow,2
BEDD-BRES-002A,2704872311000899,My Brestfriend Wedge Pillow,2
FEED-INNO-015A,2704872311008448,Innobaby Din Din Smart Divided Stainless Platter,2
OTHE-GLOD-001A,2704872311010282,Glodose The Light Up Medicine Dropper,0
MOMS-CONC-001A,2704872311009986,Conceive Plus,2
PACI-PLAY-001A,2704872311010641,Paciplay Orange Bear,2
OTHE-RAZB-001A,2704872311010380,Razbaby Vapor Refill Pads Eucalypus,0
PACI-RAZB-001A,2704872311010667,Razbaby Teether,4
BOTT-MOOV-001A,2704872311002143,Babymoov Bebedelice Limited,0
OTHE-ALPA-001A,2704872311010216,Alpha Egg Bath Tub White,-2
OTHE-ALPA-002A,2704872311010217,Alpha Egg Top & Pail Bowl White,-2
FEED-CRUB-001A,2704872311008384,Cherub Natriflow Manual Breast Pump,0
FEED-CRUB-002A,2704872311008385,Cherub Breast Milk Bag Natripur,0
OTHE-BELY-001A,2704872311010226,Belly Buds Phones,0
PACI-PLAY-001B,2704872311010642,Paciplay Orange Robot,2
PACI-PLAY-001C,2704872311010643,Paciplay Orange Babebot,0
PACI-PLAY-001D,2704872311010644,Paciplay Yellow Star Bright,0
PACI-PLAY-001E,2704872311010645,Paciplay Purple Butterfly,0
OTHE-RAZB-001B,2704872311010381,Razbaby Vapor Refill Pads Lavender,6
OTHE-RAZB-001C,2704872311010382,Razbaby Vapor Clip & Pacifier Holder,0
COOK-KITY-008A,2704872311007536,Rice Cooker Hello Kitty,0
COOK-KITY-009A,2704872311007537,Teflon Kepala Hello Kitty,0
BOTT-PUMP-011B,2704872311002340,Pumpee Bottle Dry Rack Holder Hijau,12
SLSA-JAVA-006A,2704872311012806,Javan Luxury Spring Single Size,-2
SLSA-JAVA-006B,2704872311012807,Javan Luxury Spring King Size,-10
SLSA-JAVA-006C,2704872311012808,Javan Luxury Spring Queen Size,-8
FEED-TOMI-008C,2704872311008707,Tommee Tippee Easy Scoop Feeding Bowl Hijau,2
DECO-KITY-001A,2704872311007607,Lampu Kap Hello Kitty Face Red,0
COOK-KITY-006A,2704872311007535,Botol Minum Hello Kitty Stainless Pink,2
COOK-KITY-001A,2704872311007531,Piring Melamin Hello Kitty Sekat Pink,2
COOK-KITY-002A,2704872311007532,Hello Kitty Panci Face White Ribbon Pink,0
COOK-KITY-003A,2704872311007533,Hello Kitty Teko Stainless Face White,0
COOK-KITY-005A,2704872311007534,Hello Kitty Ice Cube Face Pink,0
DECO-KITY-002A,2704872311007608,Hello Kitty Jam Dinding Face Red ,4
DECO-KITY-003A,2704872311007609,Hello Kitty Celengan Full Body Red ,2
NURS-TITE-004A,2704872311010191,Hug Me Tite  Nursing Cover Flower Cream,0
MATT-EVAM-004A,2704872311009750,Evamatt Hello Kitty Abjad,20
MATT-EVAM-005A,2704872311009751,Evamatt Hello Alphabet Fun,0
MATT-EVAM-006A,2704872311009752,Evamatt Transportasi,4
MATT-EVAM-007A,2704872311009753,Evamatt Upin Ipin Merah,0
MATT-EVAM-007B,2704872311009754,Evamatt Upin Ipin Hijau,0
MATT-EVAM-007C,2704872311009755,Evamatt Upin Ipin Ungu,2
MATT-EVAM-008A,2704872311009756,Evamatt Princess Pink,2
MATT-EVAM-009A,2704872311009759,Evamatt Cars,0
FEED-GIAN-001A,2704872311008407,Little Giant Baby Food Chopper,22
FEED-GIAN-002A,2704872311008408,Little Giant Food Processor And Baby Cook,2
FEED-GIAN-003A,2704872311008409,Little Giant Color Changing Safety Spoon,38
FEED-GIAN-004A,2704872311008410,Little Giant Carrot Squirt Green,10
MONI-GIAN-001A,2704872311010092,Little Giant Baby Monitor,12
NASA-GIAN-001A,2704872311010143,Little Giant Nasal Aspirator,30
OTHE-GIAN-001A,2704872311010281,Little Giant Medicine Dropper,54
PACI-GIAN-001A,2704872311010548,Little Giant Soft Teether Koala,50
PACI-GIAN-002A,2704872311010550,Little Giant Banana Teether Green,14
PACI-GIAN-002B,2704872311010551,Little Giant Banana Teether Yellow,0
PACI-GIAN-002C,2704872311010552,Little Giant Banana Teether Red,24
PUMP-GIAN-002A,2704872311011581,Little Giant Mini Electric Breast Pump,40
PUMP-GIAN-003A,2704872311011582,Little Giant Manual Breast Pump,60
STER-GIAN-001A,2704872311013003,Little Giant Sterilizer 3 in 1,54
STER-GIAN-002A,2704872311013004,Little Giant Sterilizer Steam Station,36
STER-GIAN-003A,2704872311013005,Little Giant Multi Functional Modern Sterilizer and Steam Station,42
TOIL-GIAN-001A,2704872311013620,Little Giant Baby Toothbrush Training Set,26
TOIL-GIAN-002A,2704872311013621,Little Giant Musical Handle Toothbrush,32
WARM-GIAN-001A,2704872311015290,Little Giant Immersion Bottle Warmer,56
WARM-GIAN-002A,2704872311015291,Little Giant Electrical Bottle Warmer,6
WARM-GIAN-003A,2704872311015292,Little Giant Home and Car Food Warmer,20
WARM-GIAN-004A,2704872311015293,Little Giant Zamini Milk Bottle Warmer,48
FEED-GIAN-004C,2704872311008412,Little Giant Carrot Squirt Orange,30
FEED-GIAN-004B,2704872311008411,Little Giant Carrot Squirt Yelow,14
PACI-GIAN-001B,2704872311010549,Little Giant Soft Teether Kangaroo,52
BAG0-OKIE-009A,2704872311000616,Okiedog Wildpack Backpack Panda,2
BAG0-OKIE-009B,2704872311000617,Okiedog Wildpack Backpack Tiger,6
BAG0-OKIE-009C,2704872311000618,Okiedog Wildpack Backpack Elephant,4
BAG0-OKIE-009D,2704872311000619,Okiedog Wildpack Backpack Rabbit,2
BAG0-OKIE-009E,2704872311000620,Okiedog Wildpack Backpack Dog,4
BAG0-OKIE-009F,2704872311000621,Okiedog Wildpack Backpack Dragon,2
BAG0-OKIE-010A,2704872311000622,Okiedog Wildpack Suitcase Panda,2
BAG0-OKIE-010B,2704872311000623,Okiedog Wildpack Suitcase Tiger,2
BAG0-OKIE-010C,2704872311000624,Okiedog Wildpack Suitcase Rabbit,4
BAG0-OKIE-010D,2704872311000625,Okiedog Wildpack Suitcase Dog,2
BAG0-OKIE-011A,2704872311000626,Okiedog Wildpack Trolley Panda,4
BAG0-OKIE-011B,2704872311000627,Okiedog Wildpack Trolley Tiger,4
BAG0-OKIE-011C,2704872311000628,Okiedog Wildpack Trolley Elephant,4
BAG0-OKIE-011D,2704872311000629,Okiedog Wildpack Trolley Rabbit,4
BAG0-OKIE-011E,2704872311000630,Okiedog Wildpack Trolley Dog,0
BAG0-OKIE-011F,2704872311000631,Okiedog Wildpack Trolley Dragon,0
BAG0-OKIE-012A,2704872311000632,Okiedog Wildpack Lunch Bag Elephant,2
BAG0-OKIE-012B,2704872311000633,Okiedog Wildpack Lunch Bag Tiger,4
